205,50,16,,,,,22,5.5,7.5,,,,24.1,,,
215,40,16,,,,,20,7.0,8.5,,,,22.8,,,
225,45,16,,,,,23,7.0,8.5,,,,24,,,
225,55,16,,,,,26,6.0,8.0,,,,25.7,,,
235,60,16,,,,,28,6.5,8.5,,,,27.1,,,
205,50,17,,,,,23,5.5,7.5,,,,25,,,
215,40,17,,,,,21,7.0,8.5,,,,23.8,,,
225,35,17,,,,,20,7.5,9.0,,,,23.2,,,
235,40,17,,,,,24,8.0,9.5,,,,24.4,,,
245,35,17,,,,,24,8.0,9.5,,,,23.8,,,
245,45,17,,,,,26,7.5,9.0,,,,25.7,,,
255,45,17,,,,,28,8.0,9.5,,,,26,,,
275,40,17,,,,,29,9.0,11.0,,,,25.7,,,
215,40,18,,,,,22,7.0,8.5,,,,24.8,,,
225,40,18,,,,,25,7.5,9.0,,,,25,,,
235,40,18,,,,,26,8.0,9.5,,,,25.3,,,
245,40,18,,,,,25,8.0,9.5,,,,25.7,,,
255,35,18,,,,,25,8.5,10.0,,,,25,,,
255,45,18,,,,,29,8.0,9.5,,,,27.1,,,
275,35,18,,,,,28,9.0,11.0,,,,25.6,,,
285,35,18,,,,,31,9.5,11.0,,,,25.9,,,
215,35,19,,,,,22,7.0,8.5,,,,25,,,
225,40,19,,,,,25,7.5,9.0,,,,26.2,,,
245,35,19,,,,,26,8.0,9.5,,,,25.8,,,
245,45,19,,,,,30,7.5,9.0,,,,27.7,,,
255,40,19,,,,,28,8.5,10.0,,,,27.1,,,
275,30,19,,,,,28,9.0,10.0,,,,25.6,,,
275,40,19,,,,,31,9.0,11.0,,,,27.7,,,
315,25,19,,,,,32,11.0,12.0,,,,25.2,,,
225,35,20,,,,,24,7.5,9.0,,,,26.2,,,
245,30,20,,,,,26,8.0,9.0,,,,25.8,,,
245,40,20,,,,,28,8.0,9.5,,,,27.7,,,
255,30,20,,,,,28,8.5,9.5,,,,26,,,
255,45,20,,,,,32,8.0,9.5,,,,29,,,
275,35,20,,,,,31,9.0,11.0,,,,27.6,,,
285,30,20,,,,,30,9.5,10.5,,,,26.7,,,
255,30,21,,,,,30,8.5,9.5,,,,27,,,
295,25,21,,,,,32,10.0,11.0,,,,26.8,,,
245,30,22,,,,,31,8.0,9.0,,,,27.8,,,
255,35,22,,,,,32,8.5,10.0,,,,29.2,,,
285,25,22,,,,,33,0,0,,,,27.6,,,
295,25,22,,,,,34,10.0,11.0,,,,27.8,,,
275,25,24,,,,,33,0,0,,,,29.6,,,
