195,50,15,400,,,,18,5.5,7,,,,22.7,,,
205,50,15,400,,,,20,5.5,7.5,,,,23.1,,,
225,50,15,400,,,,21,6,8,,,,23.9,,,
205,40,16,400,,,,18,7,8,,,,22.4,,,
205,45,16,400,,,,20,6.5,7.5,,,,23.2,,,
205,50,16,400,,,,20,5.5,7.5,,,,24.1,,,
225,50,16,400,,,,23,6,8,,,,24.9,,,
245,50,16,400,,,,26,7,8.5,,,,25.7,,,
205,40,17,400,,,,23,7,8,,,,23.5,,,
205,45,17,400,,,,20,6.5,7.5,,,,24.3,,,
215,40,17,400,,,,21,7,8.5,,,,23.8,,,
215,45,17,400,,,,22,7,8,,,,24.6,,,
225,45,17,400,,,,24,7,8.5,,,,25,,,
235,45,17,400,,,,24,7.5,9,,,,25.4,,,
245,45,17,400,,,,26,7.5,9,,,,25.7,,,
215,35,18,400,,,,20,7,8.5,,,,23.9,,,
225,40,18,400,,,,23,7.5,9,,,,25.1,,,
235,40,18,400,,,,25,8,9.5,,,,25.4,,,
